Tweets,AMG team Labeling ,Label,kkkkk,Dep_num,Non_num,0
ي خالق الروح ان الروح متعبه,1,1,,,,
"من أقوال دوستويفسكي :  الرجال الذين يخرجون إلى العمل من الصباح ولا يعودون إلا بعد العِشاء ، تجدهم عادةً ذوي أعصاب متعبة مشدودة ويتوترون بسرعة ليس لأنهم لا يتقبلون الحوار وسماع الرأي الآخر ولكن لأن ضغط الحياة صنع منهم رجال مواقف وافعال لا رجال رأي وكلام..كانت أمي تقول لنا عندما… https://t.co/Jt38OXEaqi",2,2,,,,
انا المكان الامن كلما عصفت بك الحياة كلما شعرت أن روحك متعبة تعال إليّ,2,2,,,,
السنه هذي اكثر سنه متُعبه من الناحيه الدراسيه والاجتماعيه والنفسيه و و و …,1,1,,,,
مذاكره اخر مستوى مهلكه متعبه مخيفه ومليانه توتر اذا نسيت شيء ذكروني🦦,1,1,,,,
"أعتذر إليك إن بدا لك شيء عكس أني أحبك، الحياة متعبة وتضطرنا لإظهار غير الذي فينا دون أن نشعر، أنا دائما أحبك〰️",1,2,2,,,
"إنني مُتعبه ، متعبه جدًا بسبب الخوف الذي يسكنني .",1,1,,,,
مشاوير العرس صح انها متعبه بس ممتعه 🙏,2,2,,,,
تذكر ان هذه التي احبتك  احبتك متعبة  ولم يروق لها  في الدنيا سواك,1,2,2,,,
نفسك على العز سقها للعلا والصعود مهما تشوف الظروف القاسيّه متعبه .,2,2,,,,
خلصنا تصوير الحمد لله 🎬😭👍🏼👍🏼 ااااه يا هاليومين كانت متعبه بشكل ما تتخيلونه أصحى الساعه ٥ الفجر و امسك طريق إلخ/رج رايحه جايه مع الزحمه و وقفه داخل المصنع و مشي يهد الحيل ان شاء الله الإنتاج يكون احلى مع النتيجه النهائيه ❤️,2,2,,,,
ما فيه مكان اتاوى فيها ! كل الاماكن متعبة وكل الناس مقرفين,1,1,,,,
"بعد ما خلصنا تدريب الطوارئ مع الناس الجامدة اللي جايين من الشيخ زايد، ندمت لأول مرة اني خفت اخذ الطوارئ وانا بحبها.. وفرحت عشان الإنسان وهو بيعمل الحاجة اللي بيحبها حتى لو متعبة بيكون شكله جميل وعيونه بتلمع وبتطلع قلوب",2,2,,,,
غرفة مظلمة تحتضن روح متعبة,1,1,,,,
"فترة متعبة واخبار تحرق القلب ، الواحد بس يتمنى يكون له اثر حلو بهالدنيا ويطلع منها وهو لا له ولا عليه يارب احسن خاتمتنا وهون علينا كل فترة صعبة ولا تحملنا فوق طاقتنا يارب",1,1,,,,
قسم بالله كثرة التفكير متعبه ومهلكه مستحيل تعيش ايامك بشكل طبيعي ومرتب تضيع اللحظات على التفكير بكل نقطة,1,1,,,,
العلاقات مُتعبه بهذا الجحيم,1,1,,,,
باقي لي ١٠ متابعين واخش ١٠٠ متابع صراحة الشهرة متعبة ياناس,2,2,,,,
اجواء العزاء متعبة وتضيق الصدر,2,2,,,,
خَجلان من طيّفك إللي متّعبه وياي  من زّود ما إنتا على بالي تجي و تروح ..,2,2,,,,
"أينما يستوجب عليگ وضع النقطة  ضعها ولا تتردد ، الفواصل مُتعبة غالباً",1,2,2,,,
أرواحنا مُتعبه لا نجد من نسند انفسنا عليه.,1,1,,,,
اليوم وللمره الأولى تسألني أحداهن ما بي متعبه؟!  هل بدت راحت موتي تخرج للعلن 🍂,1,1,,,,
"تبدو قاسية نوعًا ما، لكنها في الحقيقة مُتعبة لا أكثر..",1,1,,,,
"جمعة الاصحاب من بعد ايام متعبه ، رهيبه  تحس الضحك معاهم يشحنك طاقه عشان تقدر تكمل حياتك ياخي الاصحاب شي واوو",2,2,,,,
تربية الهامسترات متعبة جدا لا أنصح لأصحاب القلوب الرقيقة تربيتهم.,2,2,,,,
الوحده مُتعبه جدًا والله,1,1,,,,
الدنيا صارت صعبه مرا كل حاجه حرفيًا حوالينا صارت متعبه للأعصاب مافي  حاجه مريحه اليومين ذي كل المواضيع الي شاغله العقل والناس كلها تقبض القلب والله حتى الظروف الشخصيه صارت صعبه أنا اعصابي تاعبتني مره صرت اعصب بسهوله جدا وممكن تلاقيني ابكي مع نفسي الادراك جحيم!!,1,1,,,,
"""مُتعبة من خطواتٍ لم تكتمل بعدما دفعتُ لأجلها الكثير مني، ومن أُمنيةٍ لم ألمسها بعدما تاق لها قلبي ،مُتعبة من طول الطّريق، ومشقّة الإنتظار، وخذلان الأحِبّة.",1,1,,,,
"""يارب وأنت الملاذ لـ وحدة المهتدي يوم ان فوادي وحيد -اهدهْ- أنا متعبه  خلّصني من الشعور اللي يهد جْهدي ومتعنّي بـ شي كل الناس تستغربه  وارزقني الحلم والصبر، وجميل سعدي في راسي أحلاااام والأحلام مترتبه  تحتاج عفوك وأنا اللي حسن ظنّي مدي فيك أنت.. والّا الاوادم؟ ظنهم ما أقربه""",1,1,,,,
"اذا اخلاقك قافله، او نفسيتك تعبانه او دخلت  بمرحلة متعبّه لدرجة تدري بنفسك ان ممكن يطلع  منك كلام قاسي، لا تكلم احد يابن آدم، لا ترد على أي  شخص كان لين ما تتحسن ، لو يمر يوم كامل  عالرسالة مايخااالف يجي ثاني يوم وفسر اختفائك،  بس لاترد وانت بهالحاله وش ذنب اللي تقسى عليه",2,2,,,,
سالفة اني ارجع اتبرمج على الصلاة بعد كل دورة متعبه اوصل نص اليوم بعدين اتذكر ان خلاص ترا رجعنا,2,2,,,,
والله طلعت حياة الموظف و الشغل متعبه ليه ماحد قالي كذا,2,2,,,,
"“هناك أيامٌ في الحياة أثقلُ من أن تمرنا ببساطة دون أن تغيّرنا وتترك علينا علامات، تكون متعِبة جدًا ويبقى الشيء الوحيد المطمئن بها أن كُل ما نمرّ به مقدر من الله، والأقدار لها حكمة بالغة يتبعُها رحمة عظيمة تُسمى العوض.. ""اللهم عوضًا عمّا مَضى وعافيةً فيما يجري وكَرمًا فيما سيأتي""",1,2,2,,,
الإبتعاد أحيانا .. عن البشر لايعني كرها لهم .. او تغير مثل ما يعتقدون البعض .. إنما هي راحة نفسيه لكل روح متعبة .. ولاتريد ان تخسر أحد ..,1,2,2,,,
"تعلم كيف تهدي النور لمن حولك وإن كانت خفاياك متعبة، فثواب العطاء يخبئ لك فرجا من حيث لا تحتسب🌱",2,2,,,,
خالي يقول كيف الناس مصاحبينك شخصيتك متعبه معاه حق,1,2,2,,,
فترة متعبة بجد,1,1,,,,
ودي ابكي بس ما ودي عقلي قاعد يفكر في أشياء كثير في الوقت ذاته  يعني في زحام من الهموم لدرجة عقلك مو قادر يركز على شيء  و يبكي عليه   حتى أبسط حق محروم منه ؟  حسبي الله عليكم,1,1,,,,
الله يريح كل قلب حاس بأشياء مو قادر يشرحها لأحد ；,1,2,2,,,
حسبي الله على التكنولوجيا مو قادر اواكب التطور لدرجة حتى ان الدورة الي مشترك فيها ما عرفت كيف افكها وجلست اسال الدفعة رفقًا بي😔👆,2,2,,,,
عقلي ثقيل ومشتت مو قادر اركز بشي,1,2,2,,,
أحيان أتعجب من قسوتي مع بعض الناس وابتعادي عنهم أحيان بدون مبرر للحين مو قادر احلل أنا بشنو قاعد امر؟!,1,2,2,,,
- مو قادر استوعب شلون عاد بهذي السرعه - انا منبهر بسرعة تطور هذا الشاب - مصدوم بثنائية وسرعة انسجامهم  يرحم امً جابتك عندنا 22 اصابه ماحنا ناقصين هديها ياانشيلوتي انبهر وانصدم وانصهر لكن في خاطرك واذا مره ماتقدر تمسك نفسك عن تصاريحك الناريه قل   ماشاء الله لاحول ولاقوة الا بالله,2,2,,,,
ولله صدق يع وقت تحس مو قادر تقول لاحد زعلك,1,1,,,,
"اليوم شفت صحبات خارجين مع بعض و وحدة فيهم تحب حبيب صحبتها اللي اسمها رغد ف اي وحده اسمها رغد تشيّك عالشلة حقتها وترا حبيبك يخرج مع صحبتك ، و تقريبًا دا اعفن شيء سمعتو في حياتي و مخي مو قادر يستوعب كمية الدناءة دي ..",2,2,,,,
حسبي الله مو قادر ارجع اغرد زي قبل,1,2,2,,,
الترم ذا مو طبيعي ولا درس قادر يدخل بمخي حاولت افهم ماش مره,1,1,,,,
ياشين شعور الثقل تحس من داخلك فيه شي غلط بس انت مو قادر,1,1,,,,
والله مو قادر,1,1,,,,
الدنيا قافله بوجهك 😀 ميدات ورا بعض 😀 مو قادر تلم المنهج 😀  ضبطت وزنيه الشاهي 😍😤💪🏻💪🏻😴🤑,2,2,,,,
دايم افهم الناس بشكل اكثر من اللازم بس هالإنسان مره عجزت له  مو قادر احط له اي دوافع واعذار تخليه يكون حمار وبثاتيك زي كذا,1,2,2,,,
مو قادر اتخطى جمال هاليوم)؛✨,2,2,,,,
تواسيّ الكل ونفسك مو قادر تواسيها!,1,1,,,,
هذا أنا من جديد .. أسمعني للأخر  الشوق كل لحظة يزيد والله مو قادر,1,2,2,,,
شعور العجز مُدمر  شعور انك عاجز مو قادر تطيب جرح مريض من قصف او تخفف عنه آلامه 💔 والله ضاقت بنا السبل  معجزه من عندك يارب تخلصنا من الكابوس اللي احنا فيه …,1,1,,,,
كنت اقول بعد قلبي as a joke والان مو قادر اوقف:),2,2,,,,
الله يريح كل شخص حااااسس باشياء مو قادر يقولها لايييييي احدد,1,1,,,,
ثقيل هالشعور ومُرهق وجود الشخص بحياتك لانه بيبقي فيك فتافيت مشاعر تستثيرها اي ذكرى وتسحبك روحك له مره ثانيه وتغلطين الغلط المعتاد وتبينين قد ايش تحبين اعرف ايش يعني انك تجاهدين نفسك من نفسك افهم ايش يعني مو قادر اطلع من بحرها للاسف,1,1,,,,
اخيس تسويف لما تحس بالضغط من كثره الاشياء اللي عندك بس مو قادر تخلص ولا شي,1,2,2,,,
طيب بنام مو قادر اتخطى السالفه ومن سوء الحظ اتخيل شكله وهي تعطيها,1,2,2,,,
فوق ما أنك متضايق  مو قادر تتكلم بوضوح,1,1,,,,
"لما تشوف اشبيلية مو قادر يحقق اي فوز وفي رصيده 4 هزائم وتعادلين ونادي عملاق زي مانشيستر يودع وهو متذيل الترتيب وباريس بنجومه مهدد بالخروج وميلان التاريخي مصيره في يد الأخرين،،،هل هي قوة بطولة الأبطال ام كرة القدم لم يعد فيها اندية صغيرة!",2,2,,,,
اكثر وقت ثقيل الوقت اللي مو قادر تنام من الأفكار,1,1,,,,
ماسك نفسي بس مني قادر أقسم بالله مو قادر فين الأمان الي بكون فيه من بعدو؟ اذا من دحين هما كذا؟ لين متى ياعم,1,2,2,,,
سكوتي مو عشان اتعبك بس عندي متاعب لازم احلها فا اعذريني لفترة مو قادر الحق نفسي,1,2,2,,,
لما تقول كلوب وغوارديولا ومورينيو عندهم شبيحه ماتقدر تتكلم لأنهم أساطير صنعوا التاربخ ولهم انجازات بس اللّي مو قادر أفهمه شلون تين هاع عنده شبيحه ؟؟,2,2,,,,
جارنا مدري ايش قاعد يسوي في بيته جايب عمال من الصباح يشتغلون وصوت الدريل عند غرفتي مو قادر انام جاني ارق ارجع انام واصحى الله يصبرني على الجار الي مايقدر اوقات النوم💔💔💔🥰,2,2,,,,
عرفتو ذاك الشعور الي تحس فيه وتشوفه بعد بيدك او رجلك شيء يتحرك او ينكمش؟ تحس فيه شيء داخلك الزبده من الصباح جاني ذا الشيء بس بمكان غريب الي هو خصري ههخخخ يعيال والله مو قادر اعيش كأنه فيه حيوان صغير داخلي ويتحرك,1,2,2,,,
احس في شعور غريب يجيني مو قادر استوعب موضوع أنها مش نصيبي وما حد غيري,1,1,,,,
انا قادر على جعل اي شخص حزين يصارح اللي يحبه بسبب زعله واخليه مقتنع تمامًااا بالمصارحه حتى لو كان مو من النوع اللي يصارح وقادر احسن اوضاعه وعلاقاته اما بالنسبه لي اقدر اسوي اي شي الا المصارحه خوفًا من الخذلان,1,2,2,,,
عادي ترا مو كل إنسان..قادر أنه يحشم غلاه ولا كل إنسان..قادر أنه يكون عند الهقوة والظن هي كذا مرة تصيب ومره تخيب  الغاليين أحيانًا يكونون لنا في الحياة ( عظة وعبرة ),1,2,2,,,
توجع لما تبي تتكلم بس مو قادر,1,1,,,,
عادة فيك مو قادر تبطل منه شنو؟؟؟,2,2,,,,
كوك حرفيا مو قادر يتكلم يوم راح الله ياخذ كوريا اللعينه فرقتناااااااا,2,2,,,,
بلحظة تحس انك مو قادر تستوعب شي  عقلك وقف عن التفكير  قلبك انهزم من اكثر شي تحبه معقول يعتبرون الوصل غاية ! معقول يعتبرون الحب مرض ! اذا كان الحب والوصل مرض وغاية  الله لا يشفينا منه,1,1,,,,
الواحد صار يغص حتى بكلامه اللي مو قادر يطلعه,1,1,,,,
مو قادر اوقف دقيقه من الدوخه,1,2,2,,,
اشك انها دعوة مظلوم مو طبيعي مو قادر انام,1,1,,,,
امطرت وانا مو قادر اطلع💀,1,2,2,,,
"سبب تعاسة الانسان الاولى اللقافه ، يروح ينبش ورا امور هو في غنى عن معرفتها",1,2,2,,,
"""عمرك ما تبني سعادتك و فرحتك ع تعاسة غيرك.""",1,2,2,,,
"إذا كان في العالم اليوم عدد كبير من الناس الذين يرغبون بسعادتهم أكثر من رغبتهم في تعاسة الآخرين، فمن الممكن أن يصبح لدينا جنة خلال بضعة سنوات  بيرتراند راسل▵",2,2,,,,
"كانت تواسي نفسها بيقين بأن كل شيء يمكن أن يتبدل، وأي تعاسة ستلقاها في أحد الأيام ستتحول إلى قصة قديمة في اليوم التالي┖",1,1,,,,
⁩ كالعادة يداهم المطر تعاسة الأيام ويحولها بهجة 🤍,1,2,2,,,
"قاعدة أسمع ذكرى ومبسوطة وسعيدة وضحكاتي ماليه المكان  وش هذا الشيء يعني، نهاية العالم؟ أو سعادتي أقوى من تعاسة ذكرى الطاغية؟ معقولة هذا الشيء ممكن",2,2,,,,
سر تعاسة بعض النساء جمالهن≠,2,2,,,,
شلون يعيش الي يبني فرحته وحياته على تعاسة غيره جد ؟؟,1,2,2,,,
"""إذا أردت شيئًا بشدة فاتركه، فإذا عاد إليك فهو لك""  تبدو هذه المفارقة سخيفة لكن عند اعتبار السعادة بوصفها شيء نجد دو بوتون يقول: ""ما يُسبب تعاسة الشباب هو السعي وراء السعادة على الافتراض الأكيد أننا سنجدها""!  وفتغنشتاين: ""قد يكون المغزى من الوجود البشري كل شيء إلا أن نكون سعداء""!",2,2,,,,
قايز في واحد من الجيران اشغلني بالراديو حقه مشغل لي اغاني شامية واغاني تعاسه شجوك!!,2,2,,,,
رايحة الجامعه وانا متخرجه لا توجد تعاسة أكثر من كذا 😞,1,2,2,,,
يالله كيف تبنون سعادتكم على تعاسة غيركم! حسبي الله ونعم الوكيل يع,1,2,2,,,
قطوف من الكلم الطيب   قال حكيم : إن سر تعاسة الانسان فى خمسة أشياء داخل نفسه : الشهوة والغضب والغرور والأنانية والتملك.,2,2,,,,
! Flash back يرد بك الى ايام كانت أقل تعاسة,1,2,2,,,
مارح اقول اتمناه يوم حلو بس اتمناه اقل تعاسه,1,1,,,,
إن تعاسة المرء كُلها في توقعاته: :,1,2,2,,,
صباحكم تعاسه نايمه من الساعة ٨ وباقي فيني نوم وافكاري كلها متى الاستقالة,1,2,2,,,
قيل التعب عند الاجاويد مخلوف إلا اتعبي ماهو عليّ مخلوفي  الطيبه مرت وطافت وانا اشوف ماهو ردابي من تعاسة ضروفي   ذيب الشمري,2,2,,,,
"تعاسة يونايتد وجمهوره من الذ الاشياء في عالم كرة القدم ، هذا النادي بغيض ويستحق كل ما يتعرض له ولكن ربط مشاكله بسبب طرد رونالدو ضحك يعني اللاعب اللي زعلانين انه مطرود بوجوده خسر من اتلتيكو وفوقها فشل بالتأهل للابطال ، قبل وصوله الفريق متأهل وبعد وصوله فشلوا وبعد طرده تأهلوا 😂",2,2,,,,
كل ذا الفراغ سبب لي تعاسه,1,1,,,,
والله العظيم ان تعاسة تين هاغ سعادتي والله,2,2,,,,
مين زيي ؟  تعاسة اليونايتد تفرحني,2,2,,,,
تعاسة اليونايتد تسعدني,2,2,,,,
تعاسة هذا الفريق سعادتي,2,2,,,,
تعاسة اليونايتد عدالة كرة القدم.,2,2,,,,
تعاسة المان = سعادتي,2,2,,,,
تعاسة مانيو مصدر سعادة للجميع  تعاسة مانيو عدالة لعشاق كرة القدم تعاسة مانيو اهم من مسقبلي حتى,2,2,,,,
مستعد ادفع جميع ثروتي من اجل تعاسه الاتحاديين  ضد الاهلي,2,2,,,,
"سبب تعاسة الانسان الاولى ،اللقافه يروح ينبش ورا أمور هو في غنى عن معرفتها.  بس الحلو في الموضوع ،ما نكون عايشين في غفله. #اقتباسات_سنابيه #بوح_اخر_اليل",2,2,,,,
"قال ابراهيم بن ادهم : اشد الجهاد جهاد الهوى ، من منع نفسه هواها فقد استراح من الدنيا وبلاها وكان محظوظا ومعافى من اذاها .  وقال حكيم ان سر تعاسه الانسان في خمس اشياء داخل نفسه : الشهوة الغضب الغرور الانانيه التملك .",2,2,,,,
اسبوع تعيس تعاسة ما الها حل والله,1,2,2,,,
في  الحياة لا بد أن يأتي على الظالم  يوما يكون فيه أكثر تعاسة وألما  من المظلوم نفسه,1,2,2,,,
بجد لا عافا الله ولا سامح أي إنسان مؤذي ويكون سبب في تعاسه إنسان زيه,1,2,2,,,
"كلّنا في كَبَدٍ، ولكلٍّ منا نصيبه ومكابدته، فلا تحسبنَّ أحدًا في الدنيا مقيمًا في تعاسة ولا آخر مُخلَّدًا في سعادة. وحين تمدّ عينيك لتتمنى ما عند غيرك من نِعَم لم تُقسَم لك، فاذكر أن تتمنى كذلك نصيبهم من الكَبَد والكَدَر الذي قُسِم لهم وخفي عنك.",1,2,2,,,
رُد السلامَ إذا أتاكِ سلامي فأقَلُّ قوْلِكِ لي أجلُّ كلامِ ان كنت ترضى أن تعيش مكابرا فلقد أتيت بأدمعي وسقامي فإلَى مَتَى سَنظلُّ نبصِرُ فجوةً تزداد بين نفوسنا بِتَعامِ غرباء صرنا يا لها من خيبةٍ قد خيمت في الروح بعد غرامِ أوَ هكذا يجني المُحب تعاسةً من هولِ ما يلقاهُ من الآمِ,2,2,,,,
يارب لاتصدمني في عزيز علي فإن قلبي لايحتمل الصدمات ولاتجعلني مصدر تعاسه لاحد ولاتجعل احد مصدر تعاسه لي ولاتجعل في قلبي غل على احد ولاتجعل في قلب احد غل علي واجعلني ذكرى حسنه لمن عرفني في هذه الدنيا ..😌❤️,1,1,,,,
"كلما ازداد نقاء الشخص ، ازداد تعاسه ",1,1,,,,
لحظات سعاده وسنين تعاسه.,1,1,,,,
مهما تمنيت لاتخذ الا نصيبك من الدنيا فرحاً او تعاسة.,1,2,2,,,
وأنت تتحدثين إلي أشعر أن البهجة تخترق قلبي وتقضي على كل تعاسة موجودة هناك✨,2,2,,,,
#يومياتي_مع_تحياتي  ! /! /!  بعض #الناس لايمكن تجده متفأل بشي دايما كلامه احباط وحياته تعاسه ومن حوله تعيس....الحياة جميله اذا انت اردت ذلك...,2,2,,,,
"مراقبة الأفكار التي تدور في ذهنك ليست خياراً بل ظرورة ، تلك الافكار قد تكون سببا في تعاسة او نجاح ... قال تعالى في الحديث القدسي ( أنا عند ظن عبدي بي وانا معه اذا ذكرني )... دائماً توقع وقوع الخير والنجاح.",2,2,,,,
حبيباته السابقين اذا هذا فراقه لنا من الجوال وانهرنا وش شعورهم وهما مشاركينه حياته اعوذ بالله اكيد كلهم عايشين تعاسه ابديه,2,2,,,,
يوم الكل حولك يخرج وينبسط  وانتي تذاكرين  لا لا مب تعاسه نشوووووووه تحسين انك اذكى من ٩٩٪ من العالم,2,2,,,,
ليش عشان شي واحد صار مش ع مزاجي ومش ع هوايا اضل مجبورة اقبل بكل شي بعده مش ع مزاجي ومش ع هوايا ؟!  ليش غلطه وحده مش انا اللي غلطتها اضل ادفع تمنها عمري الباقي كله واعيش في تعاسه مستمره بسببها ؟  لمتى رح اضل احاسب ع اخطاء انا معملتهاش؟  مش مسامحه اي حدا حطني في وضع مابدي اكون فيه,1,1,,,,
احتاج اخذ فترة نقاهه و روتيني فيها يكون سب وشتم كوريا وجيشها لانهم هم سبب تعاسة البشريه,1,2,2,,,
لدي اعتقاد راسخ بأن كل شخص منا يستطيع القيام بالقليل لإنهاء تعاسة الآخرين ..   -ألبرت شويرتز  #صباح_الخير ☕️,2,2,,,,
هم ضيم ضيقه تعاسه انواع العذاب قاعده اذوقها,1,1,,,,
فعلاً بعد كل روقان تعاسه كبيرة,1,1,,,,
"همسة صباحية 💕  في كُل عتمةٍ نوُر ، وكُل تعاسةٍ فرح ، وكُل حُزنٍ ابتسامة ، وكُل وجعٍ بهجة ، وأقدارُ الله كلها رحمة ،فَظن بالله الخير  تُلاقيه 🌷  صباحكم طمأنينة 💕",2,2,,,,
"والله الشيء الوحيد اللي اعاني منه بتويتر هو اني قد اكون سبب في حزن او تعاسة شخص لزلةً او كلام قلته واحرجته او كسرت فيه سواء من نقاش او كلام عادي بالمنشن، لاني شخص كثير نقاشات وجُل من لا يُخطيء  واتمنى الجميع ينتبه لهالنقطه بدون اي تجريح لاخوك المسلم بالمنشن وغيره  ❤️",2,2,,,,
تساؤل هذي الليلة ايش هي التجربة الاكثر تعاسة للإنسان؟,1,2,2,,,
"وربما تحكمت في مدى سعادتك أو تعاستك في هذه الحياة.  كل ما يحدث لك في هذه الحياة هو نتاج لأفكارك، كلما كانت أفكار أكثر إيجابية كلما كانت حياتك أكثر سعادة ونجاح.  وكلما كانت أفكارك تميل أكثر نحو الاتجاه السلبي كلما اتخذت حياتك مسار أكثر تعاسة، حزن وفشل.  حيث قالوا قديماً:  راق…",2,2,,,,
عمرك ما تبني سعادتك وفرحتك ع تعاسة غيرك   - إنتــ ! ــه ‼️,1,2,2,,,
""" تعاسة الإنسان ،  تكمن في عدم قدرته على السكون والتأمل""",1,1,,,,
تألم حتى لا تشعرني بأنك معي في تعاسة الممثلين .,1,2,2,,,
لاقو السعادة جواتكم  لان لو استمديتوها من شخص رح تكون تعاسه,1,2,2,,,
تخيل تفهم نفسك بعد سنين من العمر تحسب انك فاهمك يا تعاسة حظك بعد ليلة فهمك,1,2,2,,,
هل لي بان أقبلك حتى تنتهي تعاسه هاذي الحياه والأيام  وأعود في يومي مطمئنا هادئا القلب والأفكار؟∼,1,2,2,,,
عدم توقع الشئ يجعلك أكثر سعادة إذا حدث و أقل تعاسة إذا لم يحدث,1,2,2,,,
"""اسعدته و زادني تعاسه💗""",1,2,2,,,
تعاسه,1,1,,,,
مدينة حفر الباطن هي اسوء مدن المملكة مدينة بائسة كئيبة تحس ساكنين فيها الجن والعفاريت من كثر الضيقة اللي فيها مجرد اني امر من عندها وانا رايحة مكان تسبب لي تعاسة,1,1,,,,
قسم بالله تعاسة الشباب = سعااااااادتي ❤️,2,2,,,,
كن صانعاً للسعادة  اصنعها وامضي بسلام  فان لم تستطع فلا تكن مصدر تعاسه,1,2,2,,,
ضيقه نكد تعاسه ألم نفسي اكتئاب,1,1,,,,
في نماذج عنا بالجامعة اثبتت وبشكل كامل انهم اسوء من اليهود بالتعامل .  بتقضي حياتك الجامعية بين نكد و تعب و ارهاق و كلام محبط وكلام كله تشاؤم من دكتور بفرغ مواهبه الدفينة من ايامه الدراسية عشان يطبق الي كان يتطبق عليه .  ارتقي بعقلك و إنسانيتك قبل شهادتك لانه مش رح توخذها معك !!,1,2,2,,,
"#ما_صحة ..(1 ): تعديل النعال المقلوب ؟  إنه لا يوجد في السنة فيما نعلم ما يدل على استحباب قلب النعل المقلوب أو ما يدل على كراهة تركه مقلوباً، وما جرت به عادة الناس من الإسراع في تعديله إن كانوا يفعلون ذلك خوفاً من وقوع مكروه ونحوه، فهذا لا يجوز لأنه تشاؤم",2,2,,,,
"مهما كان الجو حلو ونفسيتك مرتاحة وانت قاعد بره، تحس ان في شي راح يصير الحين يعكر مزاجك كله .. اهو مو تشاؤم بس حظي واعرفه.",1,1,,,,
"الحياة بالنسبة لك ليس كما يتصورها الآخرون ؛ فلتنظر إليها من منظارك الخاص ولكن تشاؤم قاتم ، ودون تفاؤل أبله .",1,2,2,,,
لا تشاؤم ولا تطير ولا تقييم مدرب طبعا لكن هذا المدرب الهولندي حظه سيء وغير موفق ابدا,2,2,,,,
صار عندي تشاؤم من يوم الثلاثا,1,2,2,,,
تكفون بطلو تشاؤم و بنندم و بنندم الخير جاي اصبروا,2,2,,,,
*📰 تشاؤم صهيوني بإمكان تحقيق انجازٍ ضد المقاومة في غزة*,2,2,,,,
"الأسواق زادت من تشاؤم ٢٠٢٣، واليوم تزيد من تفاؤل ٢٠٢٤…",2,2,,,,
"انا لا عاد نافع معاي تشاؤم ولا تفاؤل،، ",1,2,2,,,
قولو صباح خير؟؟؟ لاتخوفوني بديتو تنزلو تغريدات تشاؤم. ؟؟؟,2,2,,,,
مو تشاؤم و لا يأس لكن عارفة مهما نزل وزني ما بيتغير وضعي الصحي,1,1,,,,
إذا أصابك شيء من تشاؤم فأعرض عنه أعرض عن هذا الحزن وقل اللهم لاخير إلاخيرك ولا طير إلا طيرك ولا إله غيرك يعني أن الأمركله بيدك ولا إله غيرك.  العلامة صالح ابن العثيمين  رحمه الله,1,2,2,,,
"كل اللي اقدر اقوله حالياً لازم ننتبه لنفسياتنا كثيييير  مهما كانوا الاشخاص قريبين مننا سووا حواجز لأي اراء تخدش منكم اي جزء من نظرتكم الشخصية لنفسكم ، وانتبهوا للمدح السام انتبهوا كثير 🙏🏼  خلصت فترة ثقيلة تحت تأثير كلمتين اجهل نية صاحبها واحاول اخرّج نفسي من تشاؤم خارج كاد ينهيني",1,2,2,,,
"لا تسخر أبداً من الشخص المُعاق..فربما لا يستطيع المشي أو الكلام، ولا تنسى أنك أنت أيضاً إذا ما أصابتك غيمة تشاؤم أصبحت معاق العزيمة",1,2,2,,,
لاجامي اساسي وش هالاخبار الشينه  قسم بالله فل تشاؤم بهالاعب,2,2,,,,
لاتفاؤل ولا تشاؤم انتم نفس الوضع 😟,1,2,2,,,
عن نفسي مافي اي تشاؤم أو تفاؤل لمبارتنا اليوم شيء غريب والله,2,2,,,,
التدمير الذاتي  وجود اعتقادات ضارة عن النفس على غرار :  1-أتمنى لكن صعب (عجز)  ٢-الناس هـم سبب مشاكلي (إسقاط)   ۳-لو تصرفت بشكل صحيح في الماضي لما كان هذا وضعي (لوم وتحسر)  ٤-الحياة والحظ ضدي (تشاؤم)  5-لماذا أنا بالذات (سخط) عكس الرضا  الحل : توقف عن تكرارها على عقلك,2,2,,,,
""" زينوا صباحكم بالإبتسامة و الفرح و التفاؤل  فما خاب من اقبل على الدنيا بقلب جميل وروح راضية تحب الحياة و تعيشها بأمل وشغف، لا بيأس و تشاؤم، فالأشياء الجميلة والأحداث السعيدة لا تأتي من فراغ، فقط عندما نهيء انفسنا لها بصدق وبإيجابية وبحسن ظننا بالله🌼🌿",2,2,,,,
جرعة تشاؤم  مباراة التعاون كنا بنلقم من كل الجهات لو حارسنا مو بونو والله يا ورانا مباراة كارثيه,2,2,,,,
كل اللي بيدنا سواء الوطيان الحارس ولا غيره ندعمه و ندعي و نبطل تشاؤم و الله يوفقنا و ما عمره وقف الهلال على لاعب الموجودين فيهم الخير و البركه,2,2,,,,
مو تشاؤم ابداً بس احس قلبي صاير يعورني من وضعي المادي الله يرزقني بالرزق اللي اشكره واتلذذ في شكره وكل م شكرت الله احسني باقي احتاج اشكره اكثر واكثر,1,1,,,,
من أجمل الحجات اللي ممكن تعملها في حق نفسك انك تكافئها وتضحك عليها بالكلام تعبت في حاجه كافئ نفسك عليها حتى لو النتيجه مش مرضيه بس يكفي انك تعبت  دايما خلي خيالك للمستقبل حلو لا تخلي كل اللي بتفكر فيه تشاؤم وانعدام مسؤوليه خليك دايما فخور بنفسك وانجازاتك بتلقى نفسك مبسوط ومرتاح,2,2,,,,
